chn1080p_i,migrant1127,lnmig1127,mig1127_d,altermig,chgnorther,chgsouther,gdppc2000,lngdppc2000,lnavglight2000,lnlightpc2000,lnpopden2000,provgb,south,coast,dist_ports,x_coord,y_coord,dsongrivers,area,lnarea,lnwheat,lnrice,lnmaize,lnspotato,dist_HZ,shock,change,n_change,migperiod,premig,postmig,difmigperiod,migperiod_1,migperiod_2,difmigperiod_1,difmigperiod_2,songhh0741,lnsongp_ssden,lnsongp_ming1den,lnsongp_ming2den,lnsongp_ming3den,lnsongp_qing1den,lnsongp_qing2den,lnsongp_qing3den,hh1080,lnhh1080,lnhhden1080,songp1080,lnsongp0741,lnsongp1102,lnsongp1290,lnsongp1391,nsden,ssden,ming1den,ming2den,ming3den,qing1den,qing2den,qing3den,lnnsden,lnmingjinshiden,lnqingjinshiden,d_s_ming,d_n_ming,d_s_qing,d_n_qing,lntotacademy1,lnacademy3den,lnacademy4den,highratio2000,s_highratio2005,n_highratio2005,surdiv05_old,elf_mainlang,lnquota0,lnquota0sh,fuke,benchratio,n_non_ratio_40,sort_n_non_ratio_40,unsort_n_non_ratio_40,n_non_ratio_20,pref_surcorr,lnsongp1776,conflictden_ming,conflictden_qing
78,0,0,0,0,0,0,7.3117366,1.9894809,1.8827912,-4.0248947,6.2911887,13,0,0,958.90686,115.94402,37.237278,1,2225,7.7075124,1.5776892,1.0775589,1.6462519,0,.8692342,0,1,1,0,0,0,0,0,0,0,0,39490.640625,-9.6218576,-10.362714,-9.4241285,-8.9836359,-8.696557,-8.4581604,-8.0366011,54584,10.907496,3.1999838,.27292001,-1.6222537,-1.3598082,-2.8356068,-3.1544633,7.5435128,0,99.595001,128.01024,35.827244,53.773323,10.591861,5.5588036,2.4261532,5.4301882,4.1518455,0,1,1,1,0,1.716616,2.1369424,8.0396652,0,13.888889,.94244081,0,3.968061,4.7272177,,9.3949213,7.746479,9.375,6.4102569,13.483146,,-.75915682,0,0
79,0,0,0,0,0,0,5.9250331,1.7791862,1.7997922,-3.8823802,6.0662045,13,0,0,968.37921,116.55582,37.647579,1,3364,8.1208858,1.6216085,1.0986123,1.6094379,.040005315,.88700521,0,1,1,0,0,0,0,0,0,0,0,56487.5361328125,-10.321058,-10.312759,-9.5364361,-9.1371078,-8.8691578,-8.6430025,-8.1098986,33385,10.415862,2.294976,.166925,-1.2642974,-1.7662964,-2.6440241,-2.5433183,16.773731,9.0265665,35.807858,78.256264,52.491989,42.266911,13.484732,6.9235101,3.107496,5.1767502,4.1056356,1,1,1,1,0,2.1086972,1.6207289,9.0602694,8.333333,12.264151,.9539184,0,4.2473979,4.777782,,9.9443188,10.648149,13.636364,7.5471697,10.778442,,-.53038383,0,3.3711829
80,0,0,0,0,0,0,7.0492563,1.9529221,2.2278342,-4.156774,6.7424612,41,0,0,869.32184,115.28352,35.754517,1,3649,8.2022085,1.4378279,1.2135422,1.6508751,1.1547018,.76301998,1,1,1,0,0,0,0,0,0,0,0,55469.12451171875,-9.9170561,-10.253128,-9.3766727,-8.950963,-8.6706219,-8.4381924,-8.0719051,55989,10.932911,2.7307022,.27994499,-1.2824908,-1.8364012,-2.2137303,-2.4880826,28.604465,0,124.40079,142.40198,48.63039,33.546608,1.2661538,.87782949,3.4713459,5.6052809,3.4140377,1,1,0,1,0,2.5607586,1.6222781,12.922976,7.6923075,11.009174,.95236045,0,4.354908,4.5976167,,11.919672,10.619469,9.42029,11.442785,8.2417583,,-.24270889,0,6.3307686
81,0,0,0,0,0,0,4.0725279,1.404264,1.8372029,-4.2675042,6.474185,37,0,0,921.92328,115.38486,36.471764,1,11882,9.3827801,1.5354199,1.1682547,1.6325604,.80637145,.8220315,0,1,1,0,0,0,0,0,0,0,0,237507.65625,-10.098397,-10.367736,-9.4297915,-8.9894457,-8.7024336,-8.4647331,-8.0278053,141869,11.862659,2.4798794,.70934498,.17188248,-.2532613,-1.0997366,-1.4835351,14.498178,0,64.264633,106.90966,72.878746,34.438026,6.3887711,6.9647522,2.7610345,5.506597,3.800452,1,1,1,1,0,2.4449067,1.6469026,8.0099258,5.6338029,7.4766355,.9519704,.086493067,5.5417366,4.6315427,,9.8868666,9.5954847,10.983982,8.6261978,11.744967,,.91019374,0,9.5831566
82,0,0,0,0,0,0,9.9971294,2.3022981,2.547406,-3.9792056,6.9255972,13,0,0,1132.9009,115.39431,38.826176,0,1858,7.527256,0,.78170049,1.5324769,.20067078,1.0484816,0,0,0,0,0,0,0,0,0,0,0,20631.41455078125,-10.122297,-10.361865,-9.6457834,-9.2640295,-9.0046072,-8.7834911,-8.2585316,24873,10.121538,2.5942822,.124365,-2.2715025,-1.9857327,-3.2321272,-3.1414626,0,0,68.094948,166.37758,107.90085,140.20244,70.243477,85.186928,2.1022975,5.9027171,5.79953,0,1,0,1,0,2.8116746,2.3548474,22.940071,50,29.357798,.94983774,0,3.8634071,5.1283412,,15.759569,15.384616,20.666666,10.493827,15.714286,,-1.2649343,8.3188791,3.5121739
83,0,0,0,0,0,0,6.6061039,1.8879941,2.1388474,-4.0893936,6.6217537,13,0,0,1092.0759,115.59911,38.492893,0,1010,6.9177055,.22314355,1.0986123,1.5712167,0,1.0073782,0,0,0,0,0,0,0,0,0,0,0,23351.4453125,-9.7145767,-10.33575,-9.5949144,-9.2057734,-8.9427395,-8.7192612,-8.1911097,22639,10.02743,3.1097238,.113195,-2.1476583,,-3.7262638,-3.7426579,17.611403,0,335.60648,203.62218,68.991112,151.52731,30.295322,28.58396,3.2740116,6.1737165,5.3279161,1,1,1,1,0,4.0635033,2.9001677,7.7715864,0,9.782609,.95060003,0,3.3306046,5.1408944,,16.015966,15.2,16,14,11.290322,,-1.8102899,14.54444,0
84,0,0,0,0,0,0,7.9971228,2.0790818,1.7753903,-4.1611695,6.3610926,13,0,0,1153.0563,115.45862,39.069603,0,329,5.7960577,0,.3364723,1.5260563,0,1.0704653,0,1,1,0,0,0,0,0,0,0,0,2331.376708984375,-10.303868,-10.341096,-9.5881252,-9.1954479,-8.9306993,-8.7061529,-8.1797056,3353,8.1176109,2.321553,.016765,-4.4518585,-3.8065374,-4.9674544,-4.8786402,0,0,0,0,0,0,0,0,4.1204247,3.7920675,2.910095,0,0,0,0,0,3.7920675,4.0087075,10.552975,,11.940298,.94705075,0,2.2212605,5.1400585,,17.222607,18.072289,17.142859,18.75,17.948719,,-2.9187982,0,0
85,0,0,0,0,0,0,5.9683595,1.7864721,2.3991728,-3.9803271,6.7818451,13,0,0,1137.7544,115.65143,38.998436,0,428,6.059123,0,.78845727,1.5260563,0,1.0562879,0,1,1,0,0,0,0,0,0,0,0,3100.121337890625,-10.072116,-10.324765,-9.5843096,-9.1952801,-8.9323006,-8.7088881,-8.1823854,6101,8.7162075,2.6570847,.030505,-4.1668763,-3.3246531,-4.678792,-4.5899782,0,0,0,441.48135,184.12192,141.5451,56.602833,41.791809,3.5419822,6.6162291,5.5401363,0,1,0,1,0,3.5251865,2.6497648,,,,,0,2.4820218,5.1404896,,,,,,,,-2.658468,0,0
86,0,0,0,0,0,0,13.991978,2.6384842,1.7558955,-4.0282025,6.1803689,13,0,0,1150.4365,114.20849,38.36475,0,12201,9.4092731,.96074253,.47142294,1.5980092,1.1061596,1.0548394,0,1,1,0,0,0,0,0,0,0,0,67319.865234375,-10.462959,-10.250317,-9.735611,-9.4239082,-9.2008066,-9.003933,-8.5266981,82607,11.32185,1.9125766,.41303501,-1.0888621,-.77269918,-1.1936609,-1.0273572,4.9365234,0,41.738152,62.364761,29.427536,32.473125,8.0009975,5.7920246,2.0021265,4.8589373,3.7993522,0,1,1,1,1.0986123,2.4057794,1.9925549,24.918184,48.387096,25.289576,.95255274,.48955202,5.2898226,4.8931284,,13.198107,12.168674,12.834224,11.622808,10.153847,,.39669406,2.7717671,3.3337491
87,0,0,0,0,0,0,6.608779,1.8883989,2.0454321,-4.224391,6.6361985,41,0,0,964.70343,114.17184,36.053646,1,5704,8.6489229,1.2710816,.885225,1.5587636,1.3473089,.85333776,1,0,0,0,0,0,0,0,0,0,0,66097.6328125,-10.246778,-10.76115,-9.9772511,-9.5758076,-9.3068466,-9.0766516,-8.766696,47846,10.775743,2.1268198,.23923001,-1.1071844,-1.7053983,-1.7359654,-2.4696221,8.0433722,0,99.1996,120.79128,40.426006,48.269485,23.006538,29.249701,2.4903135,5.4392018,4.632421,0,1,0,1,0,2.4269404,1.8140227,15.597522,26.31579,16.666666,.94719487,.010633328,4.2530093,4.6924009,,9.6098032,10.643564,7.9365082,13.023255,7.1428576,,-.43939152,7.5494552,1.5337692
88,0,0,0,0,0,0,5.8351526,1.7639004,1.6493284,-4.38376,6.4311976,13,0,0,1139.8239,114.88792,38.640526,0,5822,8.6693993,.5465436,.82596815,1.5557494,.37469348,1.0505576,0,0,0,0,0,0,0,0,0,0,0,62939.62890625,-10.273548,-10.222957,-9.514966,-9.1356783,-8.877471,-8.6571541,-8.1573963,59260,10.98969,2.3202908,.29629999,-1.1561414,-1.109648,-2.0121851,-1.8547685,0,0,33.097843,53.573853,6.3762107,25.857338,7.9026346,7.7908239,1.2099925,4.4009151,3.7489548,0,1,0,1,0,1.5387142,2.1849792,10.181757,14.285714,8.4183674,.9402746,0,4.9066739,4.9031143,,17.051905,14.947369,14.227642,15.720524,12.562815,,.0035595868,6.9878941,0
89,0,0,0,0,0,0,6.3264008,1.8447315,1.8822205,-4.0171924,6.2792716,13,0,0,1027.6267,114.54517,37.146969,0,6988,8.8519497,1.4533051,.89021105,1.6801455,1.0016506,.92643321,0,1,1,0,0,0,0,0,0,0,0,75076.90625,-10.354096,-10.305445,-9.7084608,-9.365819,-9.1261988,-8.9202356,-8.575757,60633,11.012594,2.160645,.30316499,-.97980434,-1.3165258,-1.7975575,-1.6844442,3.2193544,0,12.834125,61.22821,31.763208,35.519642,4.2826862,9.8626671,1.8623281,4.748332,3.8749485,1,1,0,1,0,2.242806,2.6332355,13.908493,62.5,14.078675,.94024873,.2547383,5.1987815,5.2736197,,18.029861,17.148361,18.75,15.77061,15.037593,,-.07483805,0,3.2120147
90,0,0,0,0,0,0,8.1422167,2.0970626,2.2387762,-4.1324143,6.7246699,41,0,0,973.83801,113.20192,35.173035,1,3040,8.0196133,1.540445,1.1526794,1.7303905,1.3249254,.85153848,0,0,0,0,0,0,0,0,0,0,0,47852.89453125,-10.139563,-9.9193048,-9.2922859,-8.939188,-8.6941586,-8.482317,-8.3838997,32916,10.401714,2.3821013,.16458,-1.4301858,-1.8229096,-2.4243901,-2.1484191,23.216564,0,80.206009,60.696518,30.098686,96.193871,42.885811,37.426655,3.3680096,5.0103426,5.0974331,1,1,1,1,0,3.0644324,3.0276535,20.080519,25,21.621622,.95459813,.00092955667,4.0339508,4.5054903,,12.677741,12.040133,12.578617,11.428572,9.4444447,,-.47153926,7.1407671,3.1767266
91,0,0,0,0,0,0,7.7193103,2.043725,2.0993195,-4.0655479,6.522305,41,0,0,940.22864,113.95669,35.506035,1,5374,8.5893278,1.5010699,1.0091408,1.7072021,1.3519267,.82367605,1,1,1,0,0,0,0,0,0,0,0,55506.07666015625,-10.371058,-10.230044,-9.6390018,-9.2984791,-9.0599651,-8.8532209,-8.7149229,47716,10.773022,2.1836944,.23858,-1.2818249,-2.1496923,-2.1314142,-1.8682487,16.487949,0,82.54187,108.55533,58.935688,64.040543,16.925858,28.34557,3.0257733,5.4804907,4.6333408,0,1,1,1,0,2.995584,3.2083321,19.430262,9.090909,24.615385,.95611435,.31925485,4.4154024,4.6873679,,12.067971,12.935324,15.625,10.476191,10.416666,,-.27196544,0,1.3019891
92,0,0,0,0,0,0,5.1437216,1.6377769,1.990749,-4.1895933,6.5575633,13,0,0,971.33539,114.89226,36.71611,0,3136,8.050703,1.5158285,1.0402015,1.5389241,.19290385,.86953402,0,1,1,0,0,0,0,0,0,0,0,55429.0234375,-10.151752,-10.07842,-9.4870749,-9.1464443,-8.9078732,-8.6990461,-8.1802435,35759,10.484557,2.4338539,.17879499,-1.283214,-1.639459,-2.4963126,-2.2554209,15.877289,0,60.773754,197.65422,155.55266,113.11115,15.298951,15.936273,3.0525718,6.1185026,4.9110227,1,1,1,1,0,3.0458095,2.5942528,7.6772232,11.111111,10.080646,.94591129,.26774812,4.4618263,5.1202869,,14.096966,13.832853,15.267176,12.962963,10.526316,,-.65846074,4.205409,5.7371068
93,0,0,0,0,0,0,7.827682,2.0576665,1.8406775,-4.0755248,6.3044901,13,0,0,1050.9038,115.55461,38.028778,1,3621,8.1945057,1.6055844,1.0986123,1.5742092,0,.96307564,1,0,0,0,0,0,0,0,0,0,0,30198.2802734375,-10.215711,-10.22056,-9.5552912,-9.1894722,-8.9379768,-8.7220097,-8.2284508,38768,10.565351,2.3708448,.19384,-1.8905324,-1.6597843,-2.4179304,-2.2987025,0,0,91.009232,66.287376,51.38805,52.580585,13.557582,14.483389,1.6638091,5.2526064,4.3987055,0,1,0,1,0,2.4593985,2.3192639,10.285316,0,5.1136365,.9411574,0,4.5518203,5.0880294,,13.497884,15.666667,14.594595,17.391304,5.5118108,,-.53620934,3.8992574,3.3893955
94,0,0,0,0,0,0,9.9689198,2.2994721,2.6141589,-3.7234998,6.7068186,13,0,0,1005.9818,114.18254,36.603821,0,3749,8.2292442,1.2373385,.83446062,1.5841202,1.3406243,.89863628,0,0,0,0,0,0,0,0,0,0,0,57096.44140625,-10.450007,-10.509696,-9.8067856,-9.42906,-9.1716242,-8.9491596,-8.4474802,29125,10.279352,2.0501077,.145625,-1.2535756,-1.7012517,-2.4975584,-2.5781579,6.2474804,0,58.686588,53.273357,56.431599,59.019867,6.1627765,16.170437,2.5253253,5.1328893,4.4087944,0,1,0,1,0,2.6761534,2.1062095,19.825766,40,13.833992,.95675266,0,4.3377371,5.0689855,,12.124009,11.353712,12.946428,9.8290596,13.368983,,-.73124832,4.8430324,0
95,0,0,0,0,0,0,8.0653181,2.0875731,2.0463867,-4.2786231,6.7218418,13,0,0,1080.4072,115.19634,38.157455,1,1396,7.2413664,1.1749853,.84729791,1.4098248,0,.99055046,1,0,0,0,0,0,0,0,0,0,0,15129.068359375,-9.9972315,-10.269805,-9.5972252,-9.2290468,-8.976366,-8.7596436,-8.2618418,21492,9.9754362,2.7340698,.10746,-2.5816994,-2.1002975,-3.4265587,-3.3058324,67.194435,15.734644,20.664942,137.11337,29.194334,96.371712,31.950476,19.421597,4.3411217,5.3002977,4.9840126,0,1,0,1,0,3.049006,1.5182769,11.232643,0,8.527132,.94914204,0,3.4146011,4.9415631,,25.858818,28.078819,33.644859,21.875,13.333334,,-1.5269622,0,4.5643535
96,0,0,0,0,0,0,5.3004651,1.6677946,1.6948863,-4.1904106,6.2693682,13,0,0,1060.002,114.64543,37.597546,1,3874,8.262043,1.1966735,.66549569,1.5947857,.87546879,.9625327,1,1,1,0,0,0,0,0,0,0,0,45959.6796875,-10.194967,-10.157947,-9.4959316,-9.1311703,-8.8802071,-8.6656256,-8.2356243,41737,10.639143,2.3771005,.208685,-1.4705529,-1.7678183,-2.3077598,-2.1664579,28.454247,0,33.292805,48.083858,69.160011,72.365219,17.966152,5.8435664,3.5024481,5.1257095,4.464026,0,1,1,1,0,2.6201837,2.0130208,10.464984,0,5.6338029,.94551235,.33266234,4.6576123,5.0688634,,16.78026,17.621145,17.699116,17.543859,18.644068,,-.41125125,3.4345615,2.9943585
97,0,0,0,0,0,0,6.187356,1.8225079,2.2487717,-3.6544118,6.3020287,13,0,0,1108.0297,115.86649,38.786388,0,1263,7.1412449,0,1.0986123,1.417066,0,1.0271517,0,1,1,0,0,0,0,0,0,0,0,22574.85104370117,-10.484955,-10.331997,-9.5965567,-9.2090054,-8.9467449,-8.7237291,-8.1934109,9487,9.1576777,2.0164325,.047435001,-2.1814809,-3.1459739,-3.6220989,-3.5114307,0,0,72.920105,151.45082,39.535465,115.57725,68.138405,28.63846,2.9152355,5.5463543,5.3666735,0,1,0,1,0,2.4553115,2.2756307,9.9971066,0,5.8823528,.89907527,0,3.5505528,5.1418066,,9.9432249,12.121212,13.636364,9.090909,8.333334,,-1.5912538,0,0
98,0,0,0,0,0,0,1.7032086,.53251386,-1.114442,-5.0437741,4.3274837,14,0,0,1278.5007,112.06204,38.38826,1,1967,7.5842648,1.2110903,.57981843,1.5353299,1.5353299,1.1710979,0,0,0,0,0,0,0,0,0,0,0,8146.11083984375,-11.797228,-10.820684,-10.448809,-10.200132,-10.013246,-9.8441238,-9.7372684,3552,8.1752663,.59100127,.017759999,-3.2007768,-4.2969503,-4.3653264,-3.3571768,0,0,50.884937,0,0,0,28.745226,0,3.9054651,3.9631562,3.6461537,0,0,0,0,0,3.5576911,2.2598593,9.7299576,,3.4482758,.92315853,0,2.7414594,5.0078545,,9.9043913,9.2592592,0,17.241379,11.111112,,-2.2663949,0,0
99,0,0,0,0,0,0,2.2442334,.80836397,-.67520946,-3.9447882,3.6700468,14,0,0,1337.4142,111.52505,38.715111,0,2073,7.6367521,1.2573607,.092373237,1.5832926,1.5766481,1.2294117,0,0,0,0,0,0,0,0,0,0,0,8535.07421875,-11.98056,-10.698754,-10.081809,-9.7321701,-9.4889212,-9.2807045,-9.5445738,2506,7.8264432,.18969102,.01253,-3.1541333,-4.2277617,-4.3192239,-3.304672,0,0,0,11.531201,0,0,0,0,4.157773,3.1382036,1.643952,0,0,0,0,0,3.1382036,1.643952,12.802777,,11.111111,.94619083,0,2.9912043,4.6415467,,10.971816,10.344828,12.5,9.5238094,0,,-1.6503423,23.062403,0
100,0,0,0,0,0,0,2.4957216,.9145779,.43837109,-3.8197024,4.6661153,14,0,0,1386.3071,111.34258,39.202293,1,1292,7.1639466,.69314718,.27443701,1.6506809,1.5988559,1.2801296,0,0,0,0,0,0,0,0,0,0,0,531.67333984375,-11.903481,-10.857948,-10.545151,-10.326672,-10.158469,-10.003537,-10.190426,1875,7.5363641,.37241724,.0093750004,-5.9300432,-3.6799197,-4.7920432,-3.7913268,0,0,0,0,23.634907,0,17.108761,61.873474,4.7465563,4.0743518,4.4490285,0,0,0,1,0,3.3812044,3.532738,12.910574,0,11.235955,.94065762,0,2.2465622,5.0923657,,30.062283,24.528303,25,24,31.428572,,-2.8458035,29.406166,0
101,0,0,0,0,0,0,2.6100094,.95935386,.93637377,-3.6253431,4.9723973,14,0,0,1374.6355,111.12569,38.871601,1,1020,6.9275579,.58778679,.23638895,1.4190842,1.4350845,1.2657801,0,0,0,0,0,0,0,0,0,0,0,4226.76171875,-12.116332,-10.820725,-10.431312,-10.174173,-9.982213,-9.8096704,-10.022446,828,6.7190132,-.20854475,.0041399999,-3.8568811,-5.336019,-5.0212078,-4.0212636,0,0,0,0,77.109619,84.855484,35.703888,88.339058,5.1337318,4.8900485,5.2800078,0,0,0,1,0,3.5037539,3.5752594,11.037463,,10,.90397924,0,2.0678599,4.9562397,,3.8819723,7.6923079,5,10.526316,6.521739,,-2.8883798,0,0
103,0,0,0,0,0,0,4.1287045,1.4179636,1.4658521,-2.3012495,4.177578,61,0,0,1414.6825,110.85914,39.178082,1,3052,8.0235519,1.5074388,.96940053,1.7505165,1.7074991,1.3063476,0,1,1,0,0,0,0,0,0,0,0,566.5899047851563,-13.745564,-11.471634,-11.207002,-11.015246,-10.864365,-10.722577,-10.539441,1340,7.2004247,-.82312751,.0066999998,-5.866437,-5.0815945,-7.0711823,-3.5276697,0,0,0,0,19.91939,0,118.92181,49.510429,5.0670872,3.8765965,5.2639742,0,0,0,0,0,3.1834493,3.3921719,12.35052,0,7.4626865,.91931218,0,2.1937137,4.8990755,,18.096025,5.6338029,8,4.347826,10,,-2.7053618,48.259686,0
104,0,0,0,0,0,0,3.9060447,1.3625252,1.3634427,-3.7866869,5.5438123,14,0,0,1243.3988,112.71283,38.451359,1,2732,7.9127893,1.3017371,.83173341,1.5538681,1.438938,1.139563,1,0,0,0,0,0,0,0,0,0,0,14807.6298828125,-10.993054,-10.830978,-10.470189,-10.226975,-10.043403,-9.8767071,-9.7386494,17222,9.7539425,1.8411537,.086110003,-2.6031749,-2.3979952,-4.0433187,-3.0344002,11.783608,0,92.538734,103.21779,111.28359,84.200317,171.05273,68.289467,3.1598566,5.7762756,5.7925596,0,1,0,1,0,2.5573997,3.0625303,17.781418,,14.83871,.95296907,0,3.046366,5.01682,,12.091846,11.020408,11.023622,11.01695,15.833333,,-1.9704539,25.804447,7.1271973
105,0,0,0,0,0,0,2.1038084,.7437492,.38959071,-3.4792607,4.2710028,14,0,0,1320.683,112.09432,38.951153,1,3426,8.1391487,1.3330129,.33377317,1.6428362,1.62813,1.2165878,0,0,0,0,0,0,0,0,0,0,0,8670.478698730469,-13.025416,-12.242865,-11.208365,-10.747152,-10.450871,-10.209127,-10.303308,1116,7.0175061,-1.1216426,.0055800001,-3.1383934,-4.7571564,-4.7169237,-4.7162137,0,0,0,0,0,0,0,8.7072868,4.6585917,3.0692165,2.7631257,0,0,0,0,0,3.7623637,2.7631257,14.075195,50,31.343283,.94235021,0,3.4164712,5.4926624,,12.619325,14.876034,12.5,16.923077,11.111112,,-2.0761909,107.62515,0
106,0,0,0,0,0,0,8.0787716,2.0892398,1.7291894,-3.7056451,5.8223066,14,0,0,1198.9728,112.62167,37.814407,1,16076,9.6850824,1.2973468,.66509777,1.6043185,1.5120831,1.0909019,0,0,0,0,0,0,0,0,0,0,0,103563.7734375,-10.956774,-10.706123,-10.102844,-9.7579756,-9.5171957,-9.310606,-9.4591045,106138,11.572495,1.8874127,.53069001,-.65812975,-.25319695,-2.2701898,-1.2556467,41.559532,0,38.865166,112.37331,58.083199,65.099571,64.639023,67.807518,3.7715786,5.3806062,5.1745996,0,1,0,1,0,2.3636715,2.0234189,27.192562,34.328358,28.654125,.95651525,.00001567596,4.9472737,4.5792017,,14.794279,13.671673,12.896826,14.517877,15.497076,,.36807171,7.5927911,1.3752984
107,0,0,0,0,0,0,5.9310341,1.7801986,1.6060907,-3.7305908,5.704236,14,0,0,1049.9026,113.22617,36.341743,0,9946,9.2049255,1.3062516,.83016902,1.7015643,1.5309092,.93548393,0,0,0,0,0,0,0,0,0,0,0,56764.3203125,-10.940598,-9.8249931,-9.6523142,-9.5176306,-9.4064407,-9.2938023,-9.0754604,52545,10.869425,1.6644995,.262725,-1.2594093,-1.3280821,-2.161617,-.66883433,15.099861,0,31.603903,70.389977,21.873884,31.804613,19.673014,11.421344,2.937829,4.8168364,4.1493192,0,1,0,1,.69314718,2.3932986,1.8806355,14.309813,12.5,14.803149,.94954354,.011981105,4.851419,4.9494848,,11.658772,12.427185,12.676056,12.121212,11.326379,,-.09806563,7.8211083,4.3717809
108,0,0,0,0,0,0,4.4449224,1.4917624,1.8530709,-3.3794618,5.6004472,14,0,0,1145.515,111.78284,36.223034,1,9325,9.1404543,1.3110113,.54975265,1.6730218,1.5049251,1.024386,0,1,1,0,0,0,0,0,0,0,0,68526.9931640625,-10.638087,-10.036959,-9.7721653,-9.5803165,-9.4293737,-9.2879772,-9.7521667,84074,11.339453,2.1989985,.42037001,-1.0710896,-.9687953,-2.4707448,-.9761495,14.550948,0,36.765301,58.30558,66.757202,58.739285,34.768795,57.15118,2.8318069,5.1315203,4.8109622,1,1,1,1,0,2.42347,1.7569609,14.654541,25,15.98916,.95568538,.0078873038,4.8254347,4.9788556,,14.489084,12.981298,12.806026,13.227513,12.46106,,-.1534211,0,4.6358395
109,0,0,0,0,0,0,6.4421434,1.8628613,.96120393,-2.4614282,3.8239582,61,0,0,1422.4701,110.3231,38.810772,1,7505,8.9233246,1.324222,.81503701,1.5793605,1.5163474,1.3101779,0,0,0,0,0,0,0,0,0,0,0,1388.230224609375,-13.582432,-11.515147,-11.371094,-11.256014,-11.159379,-11.061919,-10.878401,3986,8.2905436,-.63278127,.019929999,-4.9702878,-4.0507107,-6.1754546,-2.6317365,0,0,0,0,10.305617,0,8.4874992,7.0644569,3.9851871,3.1409159,3.2372067,0,0,0,0,0,2.4477687,2.8317416,12.355981,40,7.8431373,.93000638,0,2.7513351,4.8962684,,9.7258148,8.4905663,8.5106382,8.474577,7.3170729,,-2.1449332,46.250072,0
110,0,0,0,0,0,0,2.4438119,.89355904,.59553379,-3.8574734,4.8568702,14,0,0,1255.9462,113.19926,38.9454,1,9578,9.1672239,1.4855211,.65651309,1.7170979,1.5607916,1.1575975,1,0,0,0,0,0,0,0,0,0,0,21289.533203125,-11.489393,-10.845057,-10.530724,-10.311424,-10.142702,-9.9872875,-9.6464376,29904,10.305748,1.1385235,.14951999,-2.2401018,-1.7940221,-2.7860775,-1.7757416,0,0,58.893299,82.106865,21.9795,42.438969,68.119286,45.214531,1.9305183,5.0523787,5.1375513,1,1,0,1,0,2.0566463,1.9186753,11.70099,8.333333,15.934066,.95231885,.0024402714,4.1426945,4.9690623,,15.766551,15.72327,11.764706,19.665272,15.57789,,-.82636809,23.459105,9.082572
111,0,0,0,0,0,0,3.4915378,1.2503422,.7455346,-3.4678202,4.5857735,14,0,0,1235.3226,110.94061,36.661491,1,10480,9.2572241,1.2348633,.5568108,1.5277598,1.4783312,1.1138378,0,1,1,0,0,0,0,0,0,0,0,34761.4599609375,-11.271881,-10.108204,-10.017598,-9.9417973,-9.875886,-9.8053551,-10.24101,38957,10.570213,1.3129898,.194785,-1.7498081,-1.6532853,-2.4087954,-.87521982,0,0,9.3677597,17.112608,17.846331,5.5693254,10.380106,2.6745613,1.6470402,3.8514163,2.9460268,0,1,0,0,0,1.4535211,2.1575694,12.899553,50,13.043478,.94718879,.42806554,4.4574008,5.0120888,,8.2727966,5.7142859,2.6315789,9.375,6.5693431,,-.5546878,2.139076,0
112,0,0,0,0,0,0,4.6370196,1.5340718,1.9077065,-3.5014949,5.7910194,14,0,0,1191.8741,111.90858,37.064751,1,4493,8.4102755,1.3138818,.6632942,1.6094379,1.533065,1.0761201,0,1,1,0,0,0,0,0,0,0,0,48904.921875,-10.458849,-9.7870283,-9.572341,-9.4105263,-9.2799883,-9.1535578,-9.5032015,53137,10.880629,2.4703529,.26568499,-1.4084393,-1.3529177,-3.4363601,-1.4391315,22.770372,0,11.886043,54.340961,51.660294,66.814301,86.215866,113.35355,3.2796109,4.8509445,5.4254131,0,1,0,1,0,1.8552122,2.6891923,12.579412,0,20.860928,.95614028,.050765079,3.8560174,4.6063952,,13.742229,14.318182,12.4498,16.753927,9.1482649,,-.75037771,3.1965272,2.1028259
113,0,0,0,0,0,0,8.679595,2.160975,1.4615061,-3.3396285,5.1601954,14,0,0,1039.3317,112.69567,35.613541,0,9586,9.1680593,1.3788594,.70419693,1.8137383,1.616818,.91788012,0,0,0,0,0,0,0,0,0,0,0,27831.97265625,-11.013537,-10.089899,-9.8555193,-9.681613,-9.5427361,-9.4081049,-9.2490225,51699,10.853193,1.6851348,.258495,-1.972132,-1.5111096,-2.4437764,-.9908666,97.491913,0,42.736507,115.34222,90.245911,122.17984,33.053993,24.939611,4.6205916,5.5549951,5.1378856,0,1,1,1,.69314718,1.7860729,2.4372704,13.079305,25,12.283237,.94641858,.42257172,4.6291323,4.8777976,,16.137667,15.628817,15.869565,15.320333,17.221134,,-.24866523,7.9546361,1.2713075
