chn1080p_i,migrant1127,lnmig1127,mig1127_d,altermig,chgnorther,chgsouther,gdppc2000,lngdppc2000,lnavglight2000,lnlightpc2000,lnpopden2000,provgb,south,coast,dist_ports,x_coord,y_coord,dsongrivers,area,lnarea,lnwheat,lnrice,lnmaize,lnspotato,dist_HZ,shock,change,n_change,migperiod,premig,postmig,difmigperiod,migperiod_1,migperiod_2,difmigperiod_1,difmigperiod_2,songhh0741,lnsongp_ssden,lnsongp_ming1den,lnsongp_ming2den,lnsongp_ming3den,lnsongp_qing1den,lnsongp_qing2den,lnsongp_qing3den,hh1080,lnhh1080,lnhhden1080,songp1080,lnsongp0741,lnsongp1102,lnsongp1290,lnsongp1391,nsden,ssden,ming1den,ming2den,ming3den,qing1den,qing2den,qing3den,lnnsden,lnmingjinshiden,lnqingjinshiden,d_s_ming,d_n_ming,d_s_qing,d_n_qing,lntotacademy1,lnacademy3den,lnacademy4den,highratio2000,s_highratio2005,n_highratio2005,surdiv05_old,elf_mainlang,lnquota0,lnquota0sh,fuke,benchratio,n_non_ratio_40,sort_n_non_ratio_40,unsort_n_non_ratio_40,n_non_ratio_20,pref_surcorr,lnsongp1776,conflictden_ming,conflictden_qing
186,1,.69314718,1,2.49178,2.0721943,-.41958562,3.296313,1.1928046,-.58423728,-5.6114535,5.2852592,36,1,0,328.91812,115.46076,25.696484,1,32504,10.389118,1.3587313,1.3821486,1.6346494,1.3114587,.68770057,0,0,0,0,0,0,0,0,0,0,0,31073.84765625,-11.275757,-10.981073,-10.196022,-9.7942581,-9.5251446,-9.2986422,-9.4209929,98130,11.494048,1.1049299,.49065,-1.8619509,.30907166,-1.0316033,-.95026124,166.65424,211.14539,65.070641,50.28854,30.340179,24.867548,36.294102,30.383547,5.1289935,4.8373413,4.4229527,1,1,1,1,2.1972246,2.8514256,2.7596717,11.251976,9.6408319,26.470589,.95886683,.19116738,5.2354722,4.1528692,,.85576069,.85910654,0,1.3513514,.66889632,.45829499,1.0826031,2.4732068,4.0326781
187,52,3.9702919,1,4.2197237,2.908083,-1.311641,3.2088637,1.1659169,-.78145963,-5.719378,5.2070932,36,1,0,440.09763,114.83239,26.944143,1,26068,10.168464,1.3797323,1.4699086,1.6024368,1.31241,.63978434,0,1,0,1,0,2,1,1,0,1,0,36315.63647460938,-9.4701853,-9.4470062,-9.3375072,-9.2474031,-9.1700535,-9.0891542,-9.4388103,273397,12.518681,2.3502164,1.366985,-1.7060689,.51793033,.90231752,.69180042,213.72366,319.85443,177.40578,94.532211,41.402039,19.897097,11.894055,24.103809,5.3684363,5.7028322,3.8551645,1,1,1,1,3.8286414,3.5878839,3.2514241,11.34191,8.0188675,26.923077,.95690763,.013175081,5.1464162,4.073741,,.63098508,.26350462,.31645569,.22573364,.62305295,.82944864,1.0726751,1.3068969,2.7186413
188,13,2.6390574,1,3.4023068,2.2700803,-1.1322265,6.2598939,1.8341632,.13604939,-5.2607851,5.6740699,36,1,0,544.41229,114.22474,27.840845,0,8492,9.0468798,1.349593,1.3795147,1.5820389,1.2488945,.63908345,0,0,0,0,0,0,0,0,0,0,0,24280.83471679688,-9.2092371,-9.9295034,-9.8098154,-9.7121925,-9.6289463,-9.5388908,-9.2476759,129684,11.772856,2.7259762,.64841998,-2.1086299,-.41325289,-.0072109187,-.91525728,55.554775,134.09602,31.424023,40.746704,27.231377,12.528133,44.161255,51.339748,4.0472226,4.6130834,4.8358164,1,0,1,0,1.9459101,3.9409897,4.1029291,14.420017,15.646258,25,.96397418,.00068283331,4.411273,4.913856,,.37200522,.49140048,0,1.1428571,.46948358,.12144333,-.50258309,4.2891269,8.17801
189,20,3.0445225,1,1.5891147,4.0660405,2.4769258,3.6831112,1.3037578,-.67343712,-5.9458613,5.5501266,36,1,0,389.01865,116.37251,27.794264,0,8182,9.0096922,1.3658159,1.5365766,1.6255242,1.3472539,.46139467,0,1,0,0,0,0,0,0,0,0,0,13371.4501953125,-9.2092094,-9.0635777,-9.0127144,-8.9686193,-8.9291468,-8.8865957,-9.1127005,155836,11.956559,2.9468675,.77917999,-2.7051957,-.21393609,-.16560592,-.067149259,253.67175,555.47028,58.044998,70.211929,94.056412,47.05328,63.660858,74.269577,5.5416121,5.414669,5.1291771,1,1,1,1,2.8332133,2.0824645,2.2747991,12.827078,12.941176,11.111111,.96843129,.0063399868,4.4669399,4.3470917,,1.0117782,.3215434,0,.68965518,1.9323671,.60187238,.11984827,2.0060551,11.494322
190,2,1.0986123,1,3.466711,2.2655327,-1.2011782,3.954407,1.3748307,-.35269016,-5.5639071,5.4910135,36,1,0,522.44421,115.01102,28.35021,0,5761,8.6588659,1.3862944,1.5221963,1.5707234,1.3276457,.54515439,0,0,0,0,0,0,0,0,0,0,0,9827.1962890625,-9.1894588,-9.4381924,-9.2114964,-9.0422621,-8.9065866,-8.7754593,-9.4093704,79591,11.284657,2.6257899,.397955,-3.0131636,-.58500153,-.32453975,-.84573764,91.175018,193.79301,63.220051,52.134502,48.419525,26.903143,35.957184,114.37566,4.542634,5.0852289,4.7987242,1,1,1,0,2.3978953,3.1916869,2.8246431,13.795699,20,31.578947,.95870227,.002438426,4.2034802,4.3277411,,1.8206418,2.6666667,2.4691358,2.8985507,0,.11759198,-.1242607,1.7378167,5.6183105
191,3,1.3862944,1,0,.89126176,.89126176,7.4135084,2.0033038,.82879508,-4.8973942,6.021493,42,1,0,647.44366,114.87858,29.798035,1,6960,8.8479347,1.403994,1.444114,1.5779964,1.2992829,.51385337,0,0,0,0,0,0,0,0,0,0,0,6877.39453125,-10.191998,-10.563013,-9.7884655,-9.3896351,-9.1219254,-8.8954849,-8.8752012,53860,10.894143,2.0462086,.26930001,-3.3700774,-1.1485065,-1.3674333,-2.065141,89.7789,199.39894,16.671328,46.104115,24.064991,22.358437,16.779177,16.442263,4.5418019,4.5240493,3.9595728,1,1,1,1,0,1.6336776,1.6569878,16.799791,20.833334,34.285713,.97002143,.010432582,4.146565,4.2028193,,2.8078556,3.2051284,4.945055,2.0979021,3.0927835,.1800589,-.05625426,2.5613399,5.2434926
192,2,1.0986123,1,2.6441207,1.6691896,-.97493118,3.4375491,1.2347587,-.288243,-5.4110894,5.3826237,36,1,0,329.26822,114.40533,25.728096,0,6877,8.8359375,1.3723081,1.3890684,1.6314168,1.2463936,.75904906,0,0,0,0,0,0,0,0,0,0,0,6573.15380859375,-10.270636,-11.04479,-10.280778,-9.8849306,-9.6186533,-9.3935699,-9.2547474,35799,10.485675,1.6497375,.178995,-3.4153235,-1.6681005,-1.2727693,-2.5508003,79.312828,209.91885,81.947372,16.964697,5.7095494,2.1874032,27.944506,6.080605,4.4475079,4.2174287,3.6486742,1,0,1,0,1.7917595,3.0542781,2.5035419,10.561214,11.764706,11.538462,.96033788,.014450943,4.1313124,4.6972055,,2.0616319,1.0526316,3.2258062,0,2.173913,.24802817,-.56589311,12.723522,3.4930632
193,9,2.3025851,1,5.5821605,4.2909741,-1.2911862,3.6006682,1.2811195,.31786019,-5.1207466,5.7148542,36,1,0,462.07858,115.25135,27.788656,1,5695,8.6473436,1.3795147,1.5394794,1.5875791,1.3271468,.55316621,0,0,0,0,0,0,0,0,0,0,0,11043.8564453125,-9.0798006,-9.1758595,-8.9574633,-8.7933426,-8.6612005,-8.5365009,-9.1507139,89397,11.400843,2.7534986,.44698501,-2.8964431,-.7798059,-.23352222,-.59213328,383.72873,360.60309,122.14169,88.633232,42.816189,15.209295,19.691736,39.702888,5.9563255,5.4749055,4.0162911,1,0,1,1,2.3978953,2.8750689,2.4541059,16.306545,13.761468,55.555557,.96657246,0,4.3275747,4.2208042,,.64981264,.38759691,.95238101,0,0,.32097846,.10677058,8.181529,9.8458681
194,8,2.1972246,1,1.644546,2.3160698,.67152387,3.1744714,1.1551411,-1.0223764,-5.6662374,4.9163132,36,1,0,322.7525,116.67288,27.248568,0,8171,9.0083466,1.3478281,1.3886501,1.5807278,1.3478281,.47918952,0,0,0,0,0,0,0,0,0,0,0,13350.1875,-9.5493402,-9.5960817,-9.3485622,-9.1667976,-9.0225916,-8.8860912,-9.608922,115208,11.654494,2.646148,.57604003,-2.7067869,-.57193005,-.5335741,-.66129541,372.52234,776.40613,97.194946,51.994259,64.443184,73.032959,146.89714,149.49979,5.9254122,5.3306479,5.6491861,1,1,1,1,2.1972246,3.4757097,2.3626513,9.7418728,4.945055,0,.96791697,.032310132,4.5589752,4.4429932,,.90291595,2.0833335,.9009009,3.7037036,1.7699115,.58831227,.11598224,2.8105004,3.53969
195,0,0,0,0,0,0,8.2966824,2.1158557,1.5256907,-4.3292985,6.2007165,41,0,0,1005.7668,112.27356,34.433155,1,17423,9.7655468,1.6397433,.88855934,1.7938939,1.4363048,.87612134,1,1,1,0,0,0,0,0,0,0,0,160978.740234375,-11.108051,-10.454518,-9.9560156,-9.6508322,-9.4313135,-9.237833,-8.9134731,115675,11.65854,1.8929933,.57837498,-.2170451,-.44810906,-3.3011487,-.86713707,69.795052,3.8286204,75.68335,99.204979,70.438065,59.418617,21.828239,17.487722,4.2690935,5.4887862,4.5598831,1,1,1,1,2.1972246,3.0236824,3.3224342,17.606668,25.925926,17.835365,.95188212,.0032550343,5.0515866,4.5315928,,13.059211,12.712712,12.37525,13.052209,12.5,,.51999378,9.6785345,1.7698572
196,0,0,0,0,0,0,8.4289856,2.1316764,2.0110188,-4.4787135,6.8283362,41,0,0,859.80347,113.73845,33.921864,0,6092,8.7147322,1.7549455,1.2087805,1.7776035,1.3494804,.73129666,0,1,1,0,0,0,0,0,0,0,0,55138.42041015625,-10.741521,-10.179738,-9.430582,-9.03901,-8.7747965,-8.5505867,-8.3031168,57452,10.958705,2.2439735,.28726,-1.2884706,-1.1080416,-3.8272891,-1.7957629,10.487103,0,77.896278,79.791069,24.894571,10.619051,11.032049,9.2761116,2.6378284,5.0465832,3.4734414,1,1,1,1,.69314718,2.9130745,2.8315876,14.88666,45.454544,15.384615,.95628119,0,4.4415231,4.2860866,,12.20112,12.012012,11.299435,12.820514,11.242603,,.15543619,2.0459249,0
197,0,0,0,0,0,0,9.2739944,2.2272141,1.9703835,-3.897157,6.2185397,41,0,0,997.22711,112.74817,34.98064,1,3905,8.2700129,1.5694326,.8803587,1.6702932,1.3714793,.87205672,0,1,1,0,0,0,0,0,0,0,0,39939.28955078125,-10.431229,-9.9667053,-9.3261156,-8.9684296,-8.7210531,-8.5076933,-8.3962374,30075,10.31145,2.0414364,.15037499,-1.6109568,-1.7873393,-2.4046783,-1.9537379,38.593353,0,5.455873,5.7502866,12.063396,34.53878,15.219646,18.152592,3.8072307,3.3586876,4.1695061,0,0,1,0,0,2.4423969,2.8767378,16.90139,,17.283951,.93416417,.46950641,4.2530856,4.4995699,,25.954823,21.774193,20,24.489796,21.428572,,-.24648467,0,0
198,0,0,0,0,0,0,4.386097,1.4784397,.73136407,-5.2827129,6.3410211,41,0,0,747.1936,114.45479,32.833244,1,15577,9.6535511,1.446919,1.214373,1.4733058,1.1617293,.61405933,0,1,1,0,0,0,0,0,0,0,0,81011.0859375,-10.880331,-11.056178,-9.920723,-9.440136,-9.1354933,-8.8873177,-8.4839516,138086,11.835632,2.1820812,.69042999,-.90373135,-.70824051,-4.398757,-2.1650875,9.0776157,0,36.592815,80.988426,28.273746,11.913533,9.2952108,4.3468781,2.3599622,4.9400005,3.2411003,1,1,1,1,.69314718,2.569757,2.178206,9.469368,10.576923,12.232416,.95562494,0,4.6588449,3.900203,,8.4822855,8.615819,7.3170729,10.029498,8.9473686,,.75864178,2.6125298,.92952108
199,0,0,0,0,0,0,4.679409,1.5431718,1.3796808,-5.0918598,6.8070798,41,0,0,755.1037,114.8179,33.599781,0,6589,8.7931566,1.6886873,1.3837137,1.6962775,1.3251864,.62826788,0,0,0,0,0,0,0,0,0,0,0,52584.00390625,-11.022525,-10.086987,-9.3638067,-8.9799089,-8.7194347,-8.4976406,-8.3376722,44233,10.697227,1.9040695,.221165,-1.3359054,-1.8296483,-3.6020651,-1.6057018,17.740248,0,36.467293,21.23299,32.543877,13.00502,4.4648824,13.316951,3.0989795,4.4826727,3.442153,0,1,1,1,0,2.1800873,2.1023786,9.1990185,6.8965516,9.8360653,.95633745,0,4.4124494,4.1256313,,10.156013,11.067194,9.090909,12.727272,11.832062,,.28681803,5.3082476,0
200,0,0,0,0,0,0,3.7485166,1.3213602,1.2092968,-5.2178288,6.754673,34,0,0,647.91876,115.72401,32.983845,1,13136,9.4831114,1.6295729,1.3933318,1.6161947,1.2790488,.52005064,0,1,1,0,0,0,0,0,0,0,0,26484.041015625,-11.102234,-10.747506,-9.7943134,-9.3505068,-9.0619373,-8.8203201,-8.2364283,91408,11.423088,1.9399765,.45704001,-2.021775,-.93938023,-4.2063613,-1.7794284,2.3611374,0,14.163787,15.015703,13.137161,22.313374,.51541036,1.1498258,1.5522906,3.7451885,3.0260875,1,1,1,1,.69314718,.31120127,1.8221148,6.7368317,11.965812,10.687023,.95123559,0,4.280323,3.628341,,5.8661065,6.3572145,5.7971015,6.759099,5.6806002,,.65198219,0,1.0308207
201,0,0,0,0,0,0,6.0486188,1.79983,1.6204591,-4.5245309,6.483799,41,0,0,909.72784,113.06538,33.809971,0,8488,9.0464087,1.6661333,.8544153,1.762159,1.3821189,.77869666,0,1,1,0,0,0,0,0,0,0,0,68266.5703125,-11.244057,-10.984718,-10.050834,-9.6114206,-9.3248291,-9.0865488,-8.7349234,52375,10.866184,1.8197759,.261875,-1.0748972,-1.5705297,-5.4277577,-2.4325955,7.405251,0,118.09899,70.98877,28.151499,26.42083,19.77817,10.985372,2.4076545,5.0987697,4.047473,1,1,1,1,.69314718,3.4023204,3.2181935,13.819927,13.559322,14.035088,.94501591,0,4.2167053,4.2655382,,9.8030224,8.5178871,8.013938,9,8.5245895,,-.048832998,13.651686,2.0819125
202,0,0,0,0,0,0,3.8041892,1.3361028,.65967917,-5.182415,6.1588702,41,1,0,738.36157,114.20371,31.985662,1,7647,8.9420691,1.6248525,1.3133061,1.7003253,1.4406171,.60116488,0,0,0,0,0,0,0,0,0,0,0,25862.56640625,-12.120627,-10.994317,-9.8234549,-9.3366041,-9.0293074,-8.779315,-8.4382792,18398,9.8199968,.87792856,.091990001,-2.0455208,-3.0003428,-5.1099792,-2.8773544,0,0,93.424629,65.184555,31.157602,8.7292576,8.4980049,19.939804,2.3450398,4.9922595,3.7884901,1,1,1,0,0,2.2676802,1.9166878,14.895513,18.348623,12.621359,.97117901,0,3.9918504,3.8369145,,7.1379948,8.3032494,4.5112782,11.805555,7.1428576,0,.15493581,4.828486,.84980047
203,4,1.6094379,1,0,.91303158,.91303158,7.3500195,1.9947029,.75693166,-4.6984916,5.7727828,42,1,0,948.72461,111.90805,31.942553,1,13221,9.489562,1.5424722,.67015767,1.6307991,1.3763015,.8101905,0,1,0,0,1,0,-.14814815,0,0,-.14814815,-.14814815,45145.09765625,-11.114451,-11.894711,-10.657252,-10.159303,-9.8473597,-9.5914316,-9.1157703,93027,11.440645,1.9510833,.46513501,-1.4884356,-.82888675,-4.9295416,-3.3671954,0,0,121.88095,73.934891,33.213421,5.7207065,2.2144797,6.1930828,.82003284,5.1189342,2.874459,1,1,0,0,0,2.9594502,2.2990949,18.10886,11.347518,14.693877,.96489877,0,4.2987509,4.4116073,,9.6930151,10.950414,10.344828,11.507936,5.8577409,.60547459,-.11285604,25.716484,6.6434393
204,0,0,0,0,0,0,6.9154892,1.9337637,.86837918,-4.7420058,5.9407945,41,0,0,979.5022,111.93227,33.129799,1,18836,9.8435249,1.6030173,.81004101,1.7003748,1.3792697,.84359413,0,0,0,0,0,0,0,0,0,0,0,40635.3515625,-12.472219,-11.153009,-10.129326,-9.670331,-9.375021,-9.1312952,-8.6674881,34475,10.447989,.60446447,.17237499,-1.593679,-.56109309,-6.6470408,-1.9079766,5.6962171,0,33.338352,37.263165,19.342409,4.3815656,4.4149432,7.7124705,2.4329495,4.3966746,3.02544,1,1,1,0,1.3862944,2.5883858,1.7726771,12.288955,30.188679,11.699164,.95294631,0,4.7105913,4.0071487,,10.592562,11.221591,11.407767,10.958904,11.945393,,.70344275,1.3308272,1.4716477
205,4,1.6094379,1,2.4917798,1.9853368,-.50644308,6.4753909,1.868009,.074389033,-5.1708188,5.562871,42,1,0,836.11823,113.1263,31.949507,1,10358,9.2455149,1.5095783,.42187816,1.6806034,1.3684049,.6981079,0,1,0,0,0,0,0,0,0,0,0,23928.298828125,-11.387139,-11.584787,-10.429523,-9.9454002,-9.6392555,-9.3884792,-9.0155802,38112,10.548285,1.30277,.19056,-2.1232555,-1.8706728,-2.721719,-3.1360214,32.744293,17.026522,41.494759,42.476788,8.0540905,1.4825172,2.3073783,3.1783426,3.6428795,4.2750511,2.2224064,1,1,0,0,0,2.2826207,.83611196,13.517023,19.607843,17.117117,.96679062,0,4.2455378,4.3977947,,6.851666,7.2289152,9.4936705,5.1724138,4.8648648,.19191575,-.15225662,0,0
206,1,.69314718,1,0,-.93707287,-.93707287,2.4850914,.91030949,-.87113941,-5.3818536,4.8366752,61,1,0,1181.4142,108.91322,32.765507,1,22693,10.029812,1.7081345,.1959103,1.7614541,1.6744428,1.104073,0,1,0,0,0,2,0,0,0,0,0,15535.80554199219,-12.583267,-12.851872,-11.829685,-11.370999,-11.075825,-10.730433,-9.8346882,36181,10.496289,.4664776,.180905,-2.5551698,-1.6185795,-5.319932,-3.4186447,0,0,0,36.293289,19.117907,8.5388432,4.0300055,41.136631,1.7705023,4.28478,4.7259722,0,0,1,1,0,1.7998734,3.3396778,9.4335794,7.8947368,10.996564,.9669134,0,4.5601115,5.3712687,,6.2683492,5.7043071,5.6410255,5.7569294,4.4742727,.051594779,-.81115723,12.097763,6.0450077
207,0,0,0,0,0,0,2.267235,.81856108,-1.6366572,-5.8252749,4.5060587,42,1,0,1047.2587,110.42221,31.950211,0,18680,9.8352089,1.762008,.60659254,1.8255213,1.7042912,.9484036,0,0,0,0,1,0,-.14814815,0,0,-.14814815,-.14814815,14424.4091796875,-12.831783,-12.344697,-11.392287,-10.948657,-10.660168,-10.415643,-9.7776585,21231,9.9632177,.12800895,.106155,-2.6293955,-1.7972444,-4.5845103,-3.0236638,0,0,0,9.4898806,12.179363,0,5.3604388,.94407463,2.276515,3.5029891,2.1898715,0,0,0,0,0,1.5570788,2.5263438,9.2898264,15.662651,6.2015505,.97131926,0,4.1596742,4.7538738,,6.8859191,6.2893085,4.4585986,8.0745335,9.8360653,0,-.5941996,18.979761,1.786813
208,3,1.3862944,1,0,-.88137358,-.88137358,7.3493714,1.9946148,.078592144,-4.7909341,5.1954937,42,1,0,1084.1337,110.6547,32.795765,1,11415,9.3426838,1.6273412,.50565088,1.7711178,1.462359,.94630629,0,1,0,0,0,0,0,0,0,0,0,9573.6640625,-12.163834,-12.215095,-11.157722,-10.691914,-10.393627,-10.143565,-9.5703545,26978,10.202777,.86009341,.13489,-3.0393014,-1.8935597,-5.0768857,-3.5157084,0,0,35.359177,30.706564,7.7089105,2.8603477,0,3.7670157,2.0722239,4.1176238,2.4103193,0,0,0,1,0,2.5081856,2.1871758,20.184664,18.181818,17.619047,.9625029,0,3.8033249,4.6175194,,10.408303,9.635416,12.222222,7.3529415,9.9476442,.0059647006,-.81419456,12.282625,4.4550066
209,3,1.3862944,1,0,-2.0947125,-2.0947125,6.134377,1.8139085,-.054743774,-5.1477289,5.4006052,42,1,0,851.92755,112.80173,31.173935,1,8032,8.991189,1.6687545,1.0316015,1.7378638,1.4916549,.71340996,0,0,0,0,1,0,-.14814815,0,0,-.14814815,-.14814815,10248.189453125,-11.213552,-11.435642,-10.491891,-10.05022,-9.7626095,-9.5236902,-9.0021935,31575,10.360121,1.3689321,.157875,-2.9712162,-1.4422089,-2.6128538,-2.9492383,0,0,46.096992,76.242195,80.740059,41.09391,23.844631,12.13279,1.9182374,5.4127245,4.3611431,1,1,0,0,0,2.886996,2.7297263,16.573515,13.043478,20,.9647091,0,4.014451,4.5556555,,7.0299692,10.859729,12.5,9.6000004,4.7619047,.010400873,-.54120475,26.90901,3.4063761
210,0,0,0,0,0,0,4.7834721,1.5651666,.6101777,-5.0230312,5.9603944,41,0,0,862.44958,113.14591,32.858833,1,10988,9.3045588,1.5988559,.97505599,1.6405286,1.2950876,.72707713,0,1,1,0,0,0,0,0,0,0,0,45095.224609375,-11.981071,-11.143289,-10.113672,-9.6534576,-9.3576126,-9.1136637,-8.6510534,33001,10.404293,1.0997341,.165005,-1.4895411,-.79900777,-7.1857958,-2.4448617,0,0,31.442728,22.45916,15.592557,6.3269157,0,5.7224102,1.7646406,4.1049504,2.6994767,0,1,0,0,0,2.1954079,1.6008643,9.1978073,4.5454545,9.9337749,.9473539,0,4.1797853,3.9975736,,7.5894442,9.9009905,10.328638,9.4240837,8.2417583,,.18221138,2.2459159,.82621926
211,0,0,0,0,0,0,2.7129424,.99803376,.13563593,-5.71596,6.1560035,50,1,0,1031.7996,107.71165,30.658392,0,1838,7.5164332,1.247458,1.1700712,1.25804,1.1700712,1.1962433,0,0,0,0,0,0,0,0,0,0,0,1753.056274414063,-10.994075,-12.11351,-10.761334,-10.246161,-9.9271517,-9.6561394,-8.560256,12277,9.4154825,1.8990495,.061384998,-4.7369566,-2.7905898,-4.6773601,-5.8833237,0,97.149803,0,25.65917,76.643494,44.567833,16.993876,0,2.883256,5.1908112,4.0856161,0,0,0,0,0,3.2449009,2.8328531,6.8786492,8.6206894,6.818182,.97070986,0,2.20874,4.3703461,,5.6652756,4.166667,5.7692308,2.2727273,3.5714288,.011215021,-2.1616063,0,0
212,0,0,0,0,0,0,1.7685517,.57016093,-1.2430581,-6.7930918,5.8569984,50,1,0,1011.0953,108.85361,31.04003,1,3621,8.1945057,1.0986123,1.1495787,1.0986123,1.0986123,1.0874343,0,0,0,0,0,0,0,0,0,0,0,3846.935546875,-11.753683,-12.393561,-11.139996,-10.639487,-10.326485,-10.062088,-9.226655,11078,9.3127165,1.1182109,.05539,-3.9510405,-2.8936272,-4.6653714,-5.1987906,58.075211,105.40286,66.623398,38.039967,0,0,0,11.228372,4.349421,4.3317847,3.4770207,0,0,0,0,0,2.9454901,3.6593423,5.2374802,6.1224489,10.091743,.96859962,0,2.0486281,3.9350369,,8.4691324,9.2369471,9.9236641,8.474577,7.8947363,0,-1.8864087,19.019983,0
213,0,0,0,0,0,0,1.6019907,.47124705,-2.4892831,-7.006918,4.8301244,50,1,0,1036.8492,109.35246,31.506119,0,4021,8.2992859,1.4350845,1.3725642,1.5060955,1.3771619,1.0430157,0,0,0,0,0,0,0,0,0,0,0,4271.62548828125,-12.218544,-12.400175,-11.149875,-10.649881,-10.337091,-10.072796,-9.2363405,6630,8.7993603,.50007415,.033149999,-3.846323,-3.4065616,-4.5609035,-5.0928173,62.632023,0,60.393955,17.297964,41.967262,46.042507,0,0,4.5427418,4.7964988,3.7194204,0,0,0,0,0,2.8505888,2.4666574,4.9858813,18.60465,8.8888893,.96349466,0,2.1482286,3.9405899,,18.5117,18.543047,19.101124,17.741936,19.672131,0,-1.7923613,0,0
217,4,1.6094379,1,.88137352,-1.213339,-2.0947125,2.1499648,.76545143,-.79559886,-5.8915081,5.4034853,50,1,0,979.17865,109.57733,31.022768,1,7067,8.8631916,1.2758187,1.3011366,1.2786638,1.2614714,1.0184511,0,0,0,0,0,0,0,0,0,0,0,7494.5224609375,-12.245391,-12.393649,-11.139584,-10.638997,-10.325962,-10.061635,-9.2284927,11213,9.3248291,.46163777,.056065001,-3.2841449,-2.8812435,-3.9983251,-4.531395,73.875114,0,0,29.224424,23.620153,4.3179054,3.3149543,8.645689,4.5255194,4.355834,3.3956685,0,0,1,0,1.6094379,3.3750048,3.1443541,5.6506834,11.764706,6.7796612,.96355802,0,2.7226565,3.939837,,7.5717678,6.7137809,6.8027215,6.6176472,11.515152,.32441115,-1.2171805,9.7414751,9.9448633
218,0,0,0,0,0,0,4.0649476,1.4024009,-.096772991,-5.0111165,5.1848769,50,1,0,753.56769,107.52431,27.039167,0,74901,11.223923,1.3235854,1.2684795,1.351094,1.1871485,1.2859225,0,1,0,0,0,0,0,0,0,0,0,27584.92236328125,-12.50278,-11.866646,-11.129781,-10.741809,-10.479343,-10.251841,-9.5908451,2848,7.9543724,-3.2695503,.01424,-1.981048,,-.76535559,-.96443725,0,14.370125,1.9016523,12.742156,14.201966,21.372044,49.934883,43.558052,3.6115556,3.5694201,5.0218792,1,1,1,1,.69314718,2.996901,3.0352511,11.361071,14.040562,12.262156,.96539438,0,5.894783,4.9358258,,6.4345937,6.424242,5.9602647,6.7700992,6.5594854,-.003753287,.95895702,42.777237,24.210854
219,0,0,0,0,0,0,3.0799878,1.1249256,-.75719321,-5.9832282,5.5414381,50,1,0,1105.7423,108.02028,31.61886,0,15698,9.6612883,1.3211085,1.1304622,1.3288504,1.2760676,1.1698294,0,0,0,0,0,0,0,0,0,0,0,40749.078125,-11.77665,-12.495047,-11.288588,-10.795697,-10.485863,-10.217551,-8.9509659,46641,10.750236,1.0889467,.23320501,-1.5908841,-1.5935646,-3.1957717,-3.7285833,43.447384,165.85168,34.018524,50.901073,21.765341,2.28091,5.2324233,2.9489141,3.8668609,4.6230311,2.9541576,1,1,0,0,0,2.7259111,4.0219979,8.9808121,6.6666665,5.2884617,.9684096,0,3.9562984,4.5371847,,9.3761501,10.040161,10.245901,9.8425198,9.6153851,.49762467,-.58088613,10.180214,1.7441411
220,0,0,0,0,0,0,3.1648643,1.1521102,-1.2143314,-5.9107671,4.9948373,42,1,0,891.28503,109.66675,30.184778,0,19393,9.8726673,1.486051,1.5968095,1.5183541,1.4341503,1.0107598,0,0,0,0,1,0,-.14814815,0,0,-.14814815,-.14814815,3094.41943359375,-11.775754,-11.610288,-10.944028,-10.577887,-10.326229,-10.109687,-9.5621443,19104,9.8576527,-.015014439,.095519997,-4.1687169,-2.3124335,-1.676587,-2.0109096,11.460601,0,0,0,0,1.5739084,1.2674658,2.9322543,3.1320622,1.0713602,2.1829298,0,0,0,0,0,1.0713602,2.8019688,11.465358,21,14.803625,.97019416,0,4.1297917,4.3759861,,15.218562,17.58794,16.111111,18.807339,11.85567,0,-.24619427,2.9193478,2.5349317
221,1,.69314718,1,0,.39706731,.39706731,2.5746939,.94573063,-.65565318,-6.1409197,5.7831578,50,1,0,970.10681,107.93788,30.115538,1,9599,9.1694145,1.2800721,1.2843732,1.3386663,1.2224065,1.1771518,0,0,0,0,0,0,0,0,0,0,0,6720.77685546875,-11.298568,-11.497703,-10.851155,-10.491481,-10.243093,-10.017456,-9.144783,35850,10.487099,1.3176847,.17925,-3.3931136,-1.7161883,-2.5733676,-2.5890434,0,25.223234,20.520737,85.998497,33.760498,17.556755,28.02083,11.708042,1.8065922,5.0139456,4.2820287,0,1,1,0,0,2.7803533,2.4574795,6.9236565,7.4906368,7.3684211,.97258037,0,3.4468896,4.3153472,,5.7127724,6.1111112,3.6827195,8.446866,5.3333335,.3160477,-.86845744,0,4.6701384
222,0,0,0,0,-.88137358,-.88137358,3.8308442,1.3430852,.58010793,-5.2792401,6.1656013,50,1,0,1000.3749,108.4014,30.708004,1,3561,8.1777964,1.1394343,1.1260114,1.1327453,1.1055328,1.1302164,0,0,0,0,0,0,0,0,0,0,0,3414.746337890625,-11.21414,-12.365875,-11.100585,-10.598245,-10.284485,-10.019344,-9.1495419,20555,9.9308596,1.7530628,.102775,-4.0702143,-2.2752132,-4.6805406,-5.2165728,0,0,131.79211,0,22.501793,8.2209663,12.612576,13.212754,2.3652396,4.5322261,4.0387716,0,0,0,1,0,3.6159353,3.7874575,12.813664,14.285714,11.659193,.96694255,0,2.1434839,4.0041528,,11.056259,11.007026,9.8591547,12.149533,16.113745,.25473627,-1.8606689,0,0
